	director	duration_min	rating	vote_count	year	main_actors	name_rus	name_eng
1010	Рашид Бушареб	87	5.945	269	2012	['Сиенна Миллер', 'Голшифте Фарахани']	Совсем как женщина	Just Like a Woman
1011	Дэрин Скотт	95	5.94	354	2013	['Jeremy Boado', 'Alanka Craffert']	Прощальная вечеринка (видео)	House Party: Tonight's the Night
1012	Эми Берг	93	5.936	390	2014	['Дайан Лэйн', 'Элизабет Бэнкс']	Каждая секретная вещь	Every Secret Thing
1013	Джесси Баже	92	5.933	355	2012	['Джина Гершон', 'Вэл Килмер']	Убить и закопать	Breathless
1014	Джеймс Бёрд	107	5.931	119	2015	['Адриана Мэтер', 'Кристофер Хейердал']	Липкий мед	Honeyglue
1015	Крис Сванберг	90	0.0	0	2015	['Коби Смолдерс', 'Андерс Холм']	Незапланированная беременность	Unexpected
1016	Ава ДюВерней	99	0.0	0	2012	['Дэвид Ойелоуо', 'Шэрон Лоуренс']	На полпути в никуда	Middle of Nowhere
1017	Росс Патридж	97	5.9110000000000005	314	2015	['Росс Патридж', 'Уна Лоуренс']	Ягнёнок	Lamb
1018	Томас Альфредсон	119	5.9079999999999995	175	2017	['Майкл Фассбендер', 'Ребекка Фергюсон']	Снеговик	The Snowman
1019	Джаррет Тарноль	82	0.0	0	2015	['Сара Хайланд', 'Брэт Харрисон']	Увидимся в Вальгалле	See You in Valhalla
1020	Джоэль Сарноу	104	0.0	0	2014	['Кристофер Мелони', 'Девон Бостик']	Ничтожный	Small Time
1021	Линда Йеллен	90	0.0	0	2016	['Деннис Хоппер', 'Крис Кэттэн']	Последний кинофестиваль	The Last Film Festival
1022	Джей Дюпласс	90	5.877000000000001	109	2012	['Марк Келли', 'Стив Зиссис']	Двадцати-пяти-борье	The Do-Deca-Pentathlon
1023	Лиза Джонсон	102	5.876	138	2013	['Кристен Уиг', 'Гай Пирс']	От ненависти до любви	Hateship Loveship
1024	Адам Салки	85	5.875	213	2014	['Джош Чарльз', 'Скайлар Гертнер']	Я улыбаюсь в ответ	I Smile Back
1025	Джэми М. Дагг	93	0.0	0	2017	['Джон Бернтал', 'Имоджен Путс']	Смерть на Аляске	Sweet Virginia
1026	Джейсон Лью	100	5.872999999999999	129	2016	['Бойд Холбрук', 'Октавия Спенсер']	На свободе	The Free World
1027	Дэниэл Барбер	95	5.872000000000001	397	2014	['Брит Марлинг', 'Хейли Стайнфелд']	Гостиная	The Keeping Room
1028	Тейлор Хэкфорд	119	5.867999999999999	487	2016	['Роберт Де Ниро', 'Лесли Манн']	Комик	The Comedian
1029	Дж.М.Р. Люна	89	5.8660000000000005	434	2014	['Майло Вентимилья', 'Кэти Сакхофф']	Скажи	Tell
1030	Александр Мурс	93	5.86	453	2013	['Текуан Ричмонд', 'Эйприл Ивет Томпсон']	Синий каприз	Blue Caprice
1031	Брайан Клагман	0	5.855	165	2015	['Эдрианн Палики', 'Брайан Клагман']	Детка, детка, детка	Baby
1032	Крис Мессина	86	5.853	105	2014	['Мэри Элизабет Уинстэд', 'Дженнифер Джейсон Ли']	Алекс из Венеции	Alex of Venice
1033	Джозеф Хан	88	5.851	478	2014	['Джеймс Фрешвилл', 'Камерон Монахэн']	Пассаж	Mall
1034	Билле Вудрафф	106	5.8420000000000005	489	2014	['Борис Коджо', 'Брэндон Гонзалес']	Зависимый	Addicted
1035	Джефф Прайсс	114	5.841	367	2014	['Джон Хоукс', 'Эль Фаннинг']	Совсем низко	Low Down
1036	Джесси Терреро	87	5.84	195	2013	['Ариэль Кеббел', 'Шон Фэрис']	Бруклин в Манхэттене (видео)	N.Y.C. Underground
1037	Брэдли Каплан	94	5.827999999999999	206	2015	['Эмори Коэн', 'Джон Легуизамо']	Кража автомобилей	Stealing Cars
1038	Стивен Кейпл мл.	104	5.827000000000001	191	2016	['Хорхе Лендеборг мл.', 'Мойзес Ариас']	Земля обетованная	The Land
1039	Джейсон Бейтман	105	5.819	273	2015	['Николь Кидман', 'Кэтрин Хан']	Семейка Фэнг	The Family Fang
1040	Конор Эллин	92	0.0	0	2015	['Роб Лоу', 'Берт Рейнолдс']	Прикарманенная сделка	Pocket Listing
1041	Julian Branciforte	0	0.0	0	2015	['Джон Магаро', 'Кристофер МакДональд']	Don't Worry Baby	88 мин
1042	Ана Питербарг	118	5.795	306	2012	['Вигго Мортенсен', 'Соледад Вильямиль']	У всех есть план	Todos tenemos un plan
1043	Ной Притцкер	95	0.0	0	2015	['Бен Конигсберг', 'Грег Джерманн']	Лодыри	Quitters
1044	Малкольм Д. Ли	122	5.757999999999999	203	2017	['Реджина Холл', 'Куин Латифа']	Улетные девочки	Girls Trip
1045	Лиз В. Гарсиа	98	0.0	0	2017	['Джуно Темпл', 'Джулия Гарнер']	Повышение влажности	One Percent More Humid
1046	Даниэла Амавия	90	0.0	0	2015	['Эбигейл Спенсер', 'Шайен Джексон']	Красивое сейчас	A Beautiful Now
1047	Рашид Бушареб	120	5.747999999999999	256	2014	['Форест Уитакер', 'Харви Кейтель']	Двое в городе	Two Men in Town
1048	Валери Брейман	95	5.726	260	2012	['Рейчел Блэнчард', 'Джеймс Д’Арси']	Накануне вечером	Overnight
1049	Джанкарло Эспозито	104	5.722	326	2017	['Джош Дюамель', 'Джанкарло Эспозито']	Это – ваша смерть	This Is Your Death
1050	Мигель Артета	82	5.72	170	2017	['Сальма Хайек', 'Джон Литгоу']	Беатрис за ужином	Beatriz at Dinner
1051	Майкл Аппендаль	0	0.0	0	2013	['Аарон Пол', 'Том Сайзмор']	Четверка	Quad
1052	Шон Пенн	132	5.707000000000001	408	2016	['Шарлиз Терон', 'Хавьер Бардем']	Последнее лицо	The Last Face
1053	Дито Монтиель	88	5.6979999999999995	393	2014	['Робин Уильямс', 'Кэти Бейкер']	Бульвар	Boulevard
1054	Мэтт Джонсон	94	5.6979999999999995	242	2016	['Мэтт Джонсон', 'Owen Williams']	Операция «Лавина»	Operation Avalanche
1055	Тодд Бергер	88	5.697	363	2012	['Рейчел Бостон', 'Кевин Бреннан']	Это катастрофа	It's a Disaster
1056	Шира Пивен	87	5.694	491	2014	['Кристен Уиг', 'Уэс Бентли']	Добро пожаловать ко мне	Welcome to Me
1057	Фил Моррисон	107	5.693	288	2013	['Пол Джаматти', 'Пол Радд']	Почти Рождество	All Is Bright
1058	Малкольм Д. Ли	123	5.69	321	2013	['Моррис Честнат', 'Тэй Диггз']	Шафер 2	The Best Man Holiday
1059	Билл Гуттентаг	99	5.678	190	2012	['Роб Лоу', 'Джули Боуэн']	Выборы	Knife Fight
1060	Andrew Dosunmu	107	0.0	0	2013	['Данай Джекесай Гурира', 'Исаак Де Банколе']	Мать Джорджа	Mother of George
1061	Саша Гордон	0	0.0	0	2015	['Кристин Милиоти', 'Дэн Содер']	It Had to Be You	85 мин
1062	Деррик Борте	0	0.0	0	2013	['Марк Кассен', 'Том Бауэр']	Звезды	Dark Around the Stars
1063	Рик Элверсон	103	5.644	151	2015	['Грегг Теркингтон', 'Джон Си Райли']	Развлечения	Entertainment
1064	Джек Брайан	89	5.642	156	2014	['Фрэн Кранц', 'Джоселин Донахью']	Жизнь	The Living
1065	Мэттью Уайнер	114	5.64	362	2013	['Оуэн Уилсон', 'Зак Галифианакис']	Ты здесь	Are You Here
1066	Том Джинас	86	5.638999999999999	491	2015	['Мила Кунис', 'Дэнни МакБрайд']	В ад и обратно	Hell and Back
1067	Чарльз Худ	90	5.632999999999999	109	2015	['Адам Палли', 'Роза Салазар']	Ночные совы	Night Owls
1068	Джошуа Санчез	0	0.0	0	2012	['Э.Дж. Бонилья', 'Эмори Коэн']	Four	75 мин
1069	Гари Энтин	93	0.0	0	2014	['Лукас Тилл', 'Джоэл Кортни']	Грехи молодости нашей	Sins of Our Youth
1070	Ричард Бейтс мл.	91	5.612	122	2016	['Эдриан Гренье', 'Анджела Тримбур']	Пожар на помойке	Trash Fire
1071	Джон Лукас	104	0.0	0	2017	['Мила Кунис', 'Кристен Белл']	Очень плохие мамочки 2	A Bad Moms Christmas
1072	Дэвид Лабрава	91	0.0	0	2015	['Мэрилин Мэнсон', 'Кристен Рентон']	Низовой уровень	Street Level
1073	Ри Руссо-Янг	83	5.599	485	2012	['Джон Красински', 'Оливия Тирлби']	Никто не уходит	Nobody Walks
1074	Чед Хартиган	91	5.586	170	2016	['Маркис Кристмас', 'Крэйг Робинсон']	Моррис из Америки	Morris from America
1075	Джонатан Шелдон	95	0.0	0	2016	['Алекс Бе', 'Шон Эстин']	Колеблющийся штат	Swing State
1076	Томми Голден	95	0.0	0	2013	['Джим О’Риэр', 'Дэниэл Эмери Тейлор']	Госпиталь	The Hospital
1077	Скотт Забильски	86	0.0	0	2017	['Терри Крюс', 'Метод Мэн']	Где деньги	Where's the Money
1078	Билле Вудрафф	96	5.53	426	2016	['Терренс Дженкинс', 'Кэсси']	Идеальный выбор	The Perfect Match
1079	Энтони Эдвардс	90	0.0	0	2016	['Хизер Грэм', 'Скотт Майкл Фостер']	Мой мёртвый парень	My Dead Boyfriend
1080	Дуайт Х. Литтл	92	0.0	0	2017	['Vincent G. Barker', 'Кассандра Баутиста']	Последняя ярость	Last Rampage: The Escape of Gary Tison
1081	Джеймс Франко	110	5.517	353	2016	['Джеймс Франко', 'Брайан Крэнстон']	И проиграли бой	In Dubious Battle
1082	Роланд Эммерих	129	5.515	352	2015	['Джереми Ирвин', 'Джонни Бошан']	Стоунволл	Stonewall
1083	Грег Картер	100	0.0	0	2014	['Бриана Эвиган', 'Джеймс Римар']	Моника	Lap Dance
1084	Ларри Брэнд	80	0.0	0	2013	['Генри Йен Кьюсик', 'Никки Эйкокс']	Девушка в поезде	The Girl on the Train
1085	Pieter Gaspersz	99	0.0	0	2014	['Кэтлин Куинлен', 'Джон Доумен']	После	After
1086	Фернандо Лебриха	103	5.497999999999999	228	2016	['Девон Веркхейзер', 'Шон Маркетт']	Закат	Sundown
1087	Айзек Флорентайн	87	0.0	0	2017	['Антонио Бандерас', 'Кристина Серафини']	Обет молчания	Acts of Vengeance
1088	Джеймс Нанн	94	5.477	296	2016	['Скотт Эдкинс', 'Стю Беннет']	Ликвидаторы	Eliminators
1089	Джон Ши	107	0.0	0	2017	['Эрик Дэйн', 'Натали Зи']	Серая леди	Grey Lady
1090	Уильям Кауфман	89	5.4639999999999995	464	2015	['Чарли Вебер', 'Скотт Эдкинс']	Морпехи 3: В осаде (ТВ)	Jarhead 3: The Siege
1091	Мэгги Гринволд	116	0.0	0	2016	['Джулианна Николсон', 'Такаси Ямагути']	Софи и восходящее солнце	Sophie and the Rising Sun
1092	Эрик Востенберг	96	5.46	239	2012	['Трэвис Ван Винкл', 'Триша Хелфер']	Кровавая работа	Bloodwork
1093	Майк Филлипс	90	5.455	361	2012	['Баг Холл', 'Дон Джефкоат']	Летающая крепость (видео)	Fortress
1094	Марти Папазян	105	0.0	0	2012	['Марти Папазян', 'Тристан Лэйк Либу']	Не святой	Least Among Saints
1095	Заар Клейн	110	5.4479999999999995	113	2014	['Уэс Бентли', 'Кевин Оуэн МакДональд']	После падения	After the Fall
1096	Бет Аала	0	0.0	0	2013	['Бабатунде Адебимпе', 'Том Арнольд']	Supermensch: The Legend of Shep Gordon	85 мин
1097	Линн Шелтон	90	5.437	271	2013	['Розмари ДеУитт', 'Джош Пэйс']	Трогательное чувство	Touchy Feely
1098	Сури Кришнамма	87	5.431	102	2012	['Доминик Пёрселл', 'Рэй Лиотта']	Плохая карма	Bad Karma
